pair,mode,subject,window_ms,accuracy,n_test
WFE/EFE,cwt,1,4000,60.0,90
WFE/EFE,cwt,2,4000,50.0,80
WFE/EFE,cwt,3,4000,51.24999999999999,80
WFE/EFE,cwt,4,4000,83.75,80
WFE/EFE,cwt,5,4000,57.49999999999999,80
WFE/EFE,cwt,6,4000,65.0,80
WFE/EFE,cwt,7,4000,72.5,80
WFE/EFE,cwt,8,4000,50.0,80
WFE/EFE,cwt,9,4000,56.25,80
WFE/EFE,cwt,10,4000,53.75,80
WFE/EFE,cwt,11,4000,58.75,80
WFE/EFE,cwt,12,4000,58.75,80
WFE/EFE,cwt,13,4000,57.49999999999999,80
WFE/EFE,cwt,14,4000,55.00000000000001,80
WFE/EFE,cwt,15,4000,43.75,80
WFE/EFE,cwt,16,4000,57.49999999999999,80
WFE/EFE,cwt,17,4000,45.0,80
WFE/EFE,cwt,18,4000,70.0,80
