pair,mode,subject,window_ms,accuracy,n_test
SPS/SFE,cwt,1,4000,51.11111111111111,90
SPS/SFE,cwt,2,4000,40.0,80
SPS/SFE,cwt,3,4000,58.75,80
SPS/SFE,cwt,4,4000,72.5,80
SPS/SFE,cwt,5,4000,65.4320987654321,81
SPS/SFE,cwt,6,4000,60.0,80
SPS/SFE,cwt,7,4000,57.49999999999999,80
SPS/SFE,cwt,8,4000,46.25,80
SPS/SFE,cwt,9,4000,47.5,80
SPS/SFE,cwt,10,4000,50.0,80
SPS/SFE,cwt,11,4000,51.24999999999999,80
SPS/SFE,cwt,12,4000,53.75,80
SPS/SFE,cwt,13,4000,63.74999999999999,80
SPS/SFE,cwt,14,4000,48.75,80
SPS/SFE,cwt,15,4000,47.5,80
SPS/SFE,cwt,16,4000,45.0,80
SPS/SFE,cwt,17,4000,48.75,80
SPS/SFE,cwt,18,4000,65.0,80
