pair,mode,subject,window_ms,accuracy,n_test
HOC/SPS,raw,1,4000,73.33333333333333,90
HOC/SPS,raw,2,4000,83.75,80
HOC/SPS,raw,3,4000,76.25,80
HOC/SPS,raw,4,4000,91.25,80
HOC/SPS,raw,5,4000,72.5,80
HOC/SPS,raw,6,4000,62.5,80
HOC/SPS,raw,7,4000,73.75,80
HOC/SPS,raw,8,4000,55.00000000000001,80
HOC/SPS,raw,9,4000,58.75,80
HOC/SPS,raw,10,4000,82.5,80
HOC/SPS,raw,11,4000,75.0,80
HOC/SPS,raw,12,4000,75.0,80
HOC/SPS,raw,13,4000,60.0,80
HOC/SPS,raw,14,4000,83.75,80
HOC/SPS,raw,15,4000,77.5,80
HOC/SPS,raw,16,4000,72.5,80
HOC/SPS,raw,17,4000,58.75,80
HOC/SPS,raw,18,4000,75.0,80
