pair,mode,subject,window_ms,fold,accuracy,val_accuracy,n_test
SPS/SFE,raw,1,4000,1,61.111111111111114,61.111111111111114,18
SPS/SFE,raw,1,4000,2,66.66666666666667,72.22222222222223,18
SPS/SFE,raw,1,4000,3,44.44444444444444,72.22222222222223,18
SPS/SFE,raw,1,4000,4,50.0,88.88888888888889,18
SPS/SFE,raw,1,4000,5,38.888888888888886,88.88888888888889,18
SPS/SFE,raw,2,4000,1,68.75,75.0,16
SPS/SFE,raw,2,4000,2,68.75,93.75,16
SPS/SFE,raw,2,4000,3,62.5,81.25,16
SPS/SFE,raw,2,4000,4,62.5,81.25,16
SPS/SFE,raw,2,4000,5,62.5,93.75,16
SPS/SFE,raw,3,4000,1,75.0,81.25,16
SPS/SFE,raw,3,4000,2,68.75,87.5,16
SPS/SFE,raw,3,4000,3,93.75,81.25,16
SPS/SFE,raw,3,4000,4,87.5,100.0,16
SPS/SFE,raw,3,4000,5,87.5,81.25,16
SPS/SFE,raw,4,4000,1,100.0,100.0,16
SPS/SFE,raw,4,4000,2,81.25,100.0,16
SPS/SFE,raw,4,4000,3,81.25,100.0,16
SPS/SFE,raw,4,4000,4,87.5,100.0,16
SPS/SFE,raw,4,4000,5,93.75,100.0,16
SPS/SFE,raw,5,4000,1,88.23529411764706,93.75,17
SPS/SFE,raw,5,4000,2,93.75,76.47058823529412,16
SPS/SFE,raw,5,4000,3,56.25,82.3529411764706,16
SPS/SFE,raw,5,4000,4,75.0,76.47058823529412,16
SPS/SFE,raw,5,4000,5,81.25,82.3529411764706,16
SPS/SFE,raw,6,4000,1,56.25,81.25,16
SPS/SFE,raw,6,4000,2,56.25,56.25,16
SPS/SFE,raw,6,4000,3,81.25,62.5,16
SPS/SFE,raw,6,4000,4,43.75,68.75,16
SPS/SFE,raw,6,4000,5,56.25,87.5,16
SPS/SFE,raw,7,4000,1,75.0,87.5,16
SPS/SFE,raw,7,4000,2,81.25,81.25,16
SPS/SFE,raw,7,4000,3,68.75,87.5,16
SPS/SFE,raw,7,4000,4,81.25,87.5,16
SPS/SFE,raw,7,4000,5,81.25,93.75,16
SPS/SFE,raw,8,4000,1,50.0,68.75,16
SPS/SFE,raw,8,4000,2,43.75,75.0,16
SPS/SFE,raw,8,4000,3,43.75,56.25,16
SPS/SFE,raw,8,4000,4,62.5,62.5,16
SPS/SFE,raw,8,4000,5,56.25,68.75,16
SPS/SFE,raw,9,4000,1,75.0,62.5,16
SPS/SFE,raw,9,4000,2,43.75,93.75,16
SPS/SFE,raw,9,4000,3,75.0,75.0,16
SPS/SFE,raw,9,4000,4,56.25,75.0,16
SPS/SFE,raw,9,4000,5,62.5,56.25,16
SPS/SFE,raw,10,4000,1,75.0,93.75,16
SPS/SFE,raw,10,4000,2,87.5,87.5,16
SPS/SFE,raw,10,4000,3,93.75,81.25,16
SPS/SFE,raw,10,4000,4,81.25,93.75,16
SPS/SFE,raw,10,4000,5,87.5,93.75,16
SPS/SFE,raw,11,4000,1,81.25,100.0,16
SPS/SFE,raw,11,4000,2,81.25,93.75,16
SPS/SFE,raw,11,4000,3,62.5,93.75,16
SPS/SFE,raw,11,4000,4,87.5,81.25,16
SPS/SFE,raw,11,4000,5,75.0,100.0,16
SPS/SFE,raw,12,4000,1,68.75,75.0,16
SPS/SFE,raw,12,4000,2,62.5,81.25,16
SPS/SFE,raw,12,4000,3,68.75,75.0,16
SPS/SFE,raw,12,4000,4,68.75,81.25,16
SPS/SFE,raw,12,4000,5,50.0,68.75,16
SPS/SFE,raw,13,4000,1,75.0,56.25,16
SPS/SFE,raw,13,4000,2,62.5,81.25,16
SPS/SFE,raw,13,4000,3,56.25,87.5,16
SPS/SFE,raw,13,4000,4,43.75,81.25,16
SPS/SFE,raw,13,4000,5,75.0,68.75,16
SPS/SFE,raw,14,4000,1,62.5,87.5,16
SPS/SFE,raw,14,4000,2,81.25,75.0,16
SPS/SFE,raw,14,4000,3,68.75,87.5,16
SPS/SFE,raw,14,4000,4,56.25,87.5,16
SPS/SFE,raw,14,4000,5,87.5,93.75,16
SPS/SFE,raw,15,4000,1,50.0,93.75,16
SPS/SFE,raw,15,4000,2,68.75,81.25,16
SPS/SFE,raw,15,4000,3,75.0,75.0,16
SPS/SFE,raw,15,4000,4,75.0,81.25,16
SPS/SFE,raw,15,4000,5,56.25,81.25,16
SPS/SFE,raw,16,4000,1,68.75,62.5,16
SPS/SFE,raw,16,4000,2,56.25,50.0,16
SPS/SFE,raw,16,4000,3,62.5,75.0,16
SPS/SFE,raw,16,4000,4,56.25,62.5,16
SPS/SFE,raw,16,4000,5,43.75,56.25,16
SPS/SFE,raw,17,4000,1,56.25,62.5,16
SPS/SFE,raw,17,4000,2,62.5,62.5,16
SPS/SFE,raw,17,4000,3,62.5,68.75,16
SPS/SFE,raw,17,4000,4,56.25,62.5,16
SPS/SFE,raw,17,4000,5,62.5,56.25,16
SPS/SFE,raw,18,4000,1,93.75,87.5,16
SPS/SFE,raw,18,4000,2,87.5,93.75,16
SPS/SFE,raw,18,4000,3,87.5,87.5,16
SPS/SFE,raw,18,4000,4,62.5,87.5,16
SPS/SFE,raw,18,4000,5,75.0,87.5,16
